"Work PID","nl","en"
"http://mskgent.be/collection/work/id/1994-F-4","In 1716, het burggraafdom de Oudburg Gent opdracht gegeven tot een reeks wandtapijten gewijd aan de verheerlijking van de Goden. De burggraafdom was een leengoed van het graafschap Vlaanderen, zich binnen de muren van het Gravensteen. Nauwelijks een jaar later werden de wandtapijten opgehangen in de kastelenij. De Oudburg armen verschijnt in het midden van elk tapijt. Oudburg College werd gesloten tijdens de Franse bezetting en de revolutionaire burggraafdom gebouw werd gesloopt. De serie eindigde in het Museum voor Schone Kunsten in 1904, na een aantal naar huizen in de tussentijd had. De verheerlijking van Diana is een eerbetoon aan de tweelingzus van Apollo en jongste dochter van Jupiter. Ze is zowel de godin van de jacht en de beschermster van wilde dieren, terwijl haar maagdelijkheid maakt haar de godin van kuisheid en de tegenhanger van Venus. Diana woonde in het bos en open velden met haar toegewijde en even maagdelijk nimfen. Het tapijt toont haar troon onder een luifel, rust na de jacht.","In 1716, the Viscounty of the Oudburg Ghent commissioned a series of tapestries devoted to the Exaltation of the Gods. The Viscounty was a fief of the County of Flanders, located within the walls of the Counts' Castle. Barely a year later, the tapestries were hung in the Castellany. The Oudburg arms Appears in the middle of each tapestry. Oudburg College was closed down during the period of French occupation and the revolutionary Viscounty building was demolished. The series ended up in the Museum of Fine Art in 1904, having had several at homes in the interim. The Exaltation of Diana pays tribute to the twin sister of Apollo and youngest daughter of Jupiter. She is both the Goddess of the Hunt and protectress of wild animals, while her virginity makes her the Goddess of Chastity and the counterpart of Venus. Diana lived in the forest and open fields with her devoted and equally virginal nymphs. The tapestry shows her enthroned beneath a canopy, resting after the hunt."
"http://mskgent.be/collection/work/id/1994-F-5","In 1716, het burggraafdom de Oudburg Gent opdracht gegeven tot een reeks wandtapijten gewijd aan de verheerlijking van de Goden. De burggraafdom was een leengoed van het graafschap Vlaanderen, zich binnen de muren van het Gravensteen. Nauwelijks een jaar later werden de wandtapijten opgehangen in de kastelenij. De Oudburg armen verschijnt in het midden van elk tapijt. Oudburg College werd gesloten tijdens de Franse bezetting en de revolutionaire burggraafdom gebouw werd gesloopt. De serie eindigde in het Museum voor Schone Kunsten in 1904, na een aantal naar huizen in de tussentijd had. De verheerlijking van Minerva Richt zich opnieuw op het belang van de beschaving. Minerva, zoals Apollo, voorgesteld als het tegenovergestelde van Mars. Ze sprong uit het hoofd van Jupiter, waardoor ze de godin van de wijsheid, kennis en Vrede. Minerva is een krijgshaftige godin met de kracht om vrede op te leggen en naar de bewoonde wereld, which zijn hier vertegenwoordigd door een verscheidenheid van allegorische figuren te beschermen. De vrouw aan haar zijde, met de hoorn des overvloeds onder haar arm, is een symbool van welvaart. Andere cijfers omvatten Architectuur, beeldhouwkunst, schilderkunst, wetenschap, poëzie en muziek, die allen zijn gekomen om hulde te brengen aan Minerva. Twee cherubijnen vernietigen instrumenten van de oorlog op de voorgrond, terwijl Fame trompetten weer Minerva's overwinning - de verovering van hersenloze geweld door de rede. De boer zijn akker ploegen en de haven op de achtergrond die landbouw en handel.","In 1716, the Viscounty of the Oudburg Ghent commissioned a series of tapestries devoted to the Exaltation of the Gods. The Viscounty was a fief of the County of Flanders, located within the walls of the Counts' Castle. Barely a year later, the tapestries were hung in the Castellany. The Oudburg arms Appears in the middle of each tapestry. Oudburg College was closed down during the period of French occupation and the revolutionary Viscounty building was demolished. The series ended up in the Museum of Fine Art in 1904, having had several at homes in the interim. The Exaltation of Minerva again Focuses on the Importance of civilization. Minerva, like Apollo, is presented as the opposite of Mars. She sprang from the head of Jupiter, making her the Goddess of Wisdom, Knowledge and Peace. Minerva is a warlike goddess with the strength to impose peace and to protect civilization, How many followers are represented here by a variety of allegorical figures. The woman at her side, with the Horn of Plenty under her arm, is a symbol of Prosperity. Other figures include Architecture, Sculpture, Painting, Science, Poetry and Music, all of Whom have come to pay homage to Minerva. Two cherubs destroy instruments of war into the foreground, while Fame trumpets forth Minerva's victory - the conquest of mindless violence by reason. The farmer plowing his field and the harbor in the background representing Agriculture and Trade."
"http://mskgent.be/collection/work/id/1988-M","Erminie bij de herders verbeeldt een scène uit de zevende zang van Torquato Tasso's Gerusalemme Liberata, een episch gedicht dat de verovering van Jerualem door de kruisvaarders als onderwerp heeft. Tasso beschrijft de gevechten tussen christelijke en islamitische soldaten en de liefdesperikelen tussen kruisvaarders en exotische vrouwen. In de zevende zang wordt Erminie, een gevangen genomen Moorse prinses, door de christelijke kruisvaarder Tankredes vrijgelaten. Het gevolg hiervan is dat Erminie verliefd wordt op hem. Nadat zij verneemt dat Tankredes gewond is geraakt, probeert zij hem met een list op te zoeken: zij verkleedt zich met het harnas van Clorinda, een Saraceense amazone waarop Tankredes verliefd is geworden. Als Erminie het kamp van de kruisvaarders nadert, wordt zij verrast door enkele schildwachten. Zij slaat op de vlucht en verbergt zich aan de oever van de Jordaan, waar ze een oude herder en zijn gezin ontmoet. Zij verwondert zich over de rust en het geluk van deze herdersfamilie terwijl er een verschrikkelijke oorlog woedt. De oude man antwoordt hierop: Het is niet het riet, maar de eik die door de bliksem getroffen wordt. Typisch voor het neoclassicisme is de verwijzing naar de klassieke oudheid: Erminie wordt afgebeeld in de kleren van Minerva, de Romeinse godin van de oorlog.","Erminie the shepherds portrays a scene from the seventh song of Torquato Tasso's Gerusalemme Liberata, an epic poem that has conquered Jerualem subject by the Crusaders. Tasso describes the battles between Christian and Muslim soldiers and the love affairs between crusaders and exotic women. In the seventh vocals Erminie, a captive Moorish princess, released by the Christian Crusader Tank Redes. The result is that Erminie in love with him. After she learns that Tanker Redes was injured, she tries to find him with a ruse: she dresses up with the armor of Clorinda, a Saracen tank Redes Amazon which has fallen in love. If Erminie the camp of the Crusaders approaching, she is surprised by some guards. She flees and hides on the banks of the Jordan, where she meets an old shepherd and his family. She marvels at the peace and happiness of the Shepherd family while there is raging a terrible war. The old man replies: It is not the cane, but the oak is struck by lightning. Typical of Neoclassicism is the reference to the classics: Erminie is depicted in the clothes of Minerva, the Roman goddess of war."
"http://mskgent.be/collection/work/id/1975-A","Pieter Jan van Reijsschoot was de eerste schilder een artistieke familie die vijf generaties bedacht de kunsten in Gent. Hij bleef een groot deel van zijn leven in Engeland. Hij kreeg de bijnaam \"De Engelsman\". Hij schilderde liever historische taferelen en portretten van de kleine provinciale Engels adel. De Meet (De vergadering voordat de jacht) en The Kill (Killing de herten) behoren tot zijn beste werken. Er zijn zogenaamde \"sportieve gesprek stukken,\" voorstellingen sportieve ontmoetingen te paard. Dit genre, dat dateert uit de Antwerpse schilder Peter Tillemans dateert, was vooral populair vooral in Engeland in de achttiende eeuw. Van Reijsschoot schilderde De Meet and The Kill Sir John Frederick Southwick Park in Hampshire. Ze tonen de heer van het kasteel met zijn bedrijf tijdens een jacht op zijn landgoed Hascombe in Surrey.","Pieter Jan van Reijsschoot was the first painter an artistic family that for five generations coined the arts in Ghent. He remained a large part of his life in England. He was nicknamed \"The Englishman\". He painted prefer historical scenes and portraits of the small provincial English nobility. The Meet (The meeting before the hunt) and The Kill (Killing the deer) are among his best works. There are so-called \"sporting conversation pieces,\" representations sporting encounters on horseback. This genre, which dates back to the Antwerp painter Peter Tillemans, was especially popular especially in England in the eighteenth century. Van Reijsschoot painted The Meet and The Kill Sir John Frederick Southwick Park in Hampshire. They show the lord of the castle with his company during a hunt on his estate Hascombe in Surrey."
"http://mskgent.be/collection/work/id/1974-F","Pieter Jan van Reijsschoot was de eerste schilder een artistieke familie die vijf generaties bedacht de kunsten in Gent. Hij bleef een groot deel van zijn leven in Engeland. Hij kreeg de bijnaam \"De Engelsman\". Hij schilderde liever historische taferelen en portretten van de kleine provinciale Engels adel. De Meet (De vergadering voordat de jacht) en The Kill (Killing de herten) behoren tot zijn beste werken. Er zijn zogenaamde \"sportieve gesprek stukken,\" voorstellingen sportieve ontmoetingen te paard. Dit genre, dat dateert uit de Antwerpse schilder Peter Tillemans dateert, was vooral populair vooral in Engeland in de achttiende eeuw. Van Reijsschoot schilderde De Meet and The Kill Sir John Frederick Southwick Park in Hampshire. Ze tonen de heer van het kasteel met zijn bedrijf tijdens een jacht op zijn landgoed Hascombe in Surrey.","Pieter Jan van Reijsschoot was the first painter an artistic family that for five generations coined the arts in Ghent. He remained a large part of his life in England. He was nicknamed \"The Englishman\". He painted prefer historical scenes and portraits of the small provincial English nobility. The Meet (The meeting before the hunt) and The Kill (Killing the deer) are among his best works. There are so-called \"sporting conversation pieces,\" representations sporting encounters on horseback. This genre, which dates back to the Antwerp painter Peter Tillemans, was especially popular especially in England in the eighteenth century. Van Reijsschoot painted The Meet and The Kill Sir John Frederick Southwick Park in Hampshire. They show the lord of the castle with his company during a hunt on his estate Hascombe in Surrey."
"http://mskgent.be/collection/work/id/1914-DH","n/a","n/a"
"http://mskgent.be/collection/work/id/1908-F","Rond 1820 Théodore Géricault schilderde het portret van een kleptomaan. Het werk is een van een reeks van tien portretten van gekken, denen overbleef van slechts vijf Conserven. De kunstenaar was toen bevriend met de arts Etienne-Jean Georget, een verlicht de groep Artsen behoorde - de zogenaamde Alienisten. Ze hebben niet langer uitgeoefend voedsel waanzin goddelijke straf, maar als een te behandelen ziekte of afwijking. De Alienisten geloofde deed sterven kenmerken van gekken verraden zijn afwijking. Gebruik van de term \"Monomania\" voor een psychische stoornis, wat tot uiting kwam in een bepaalde obsessie of een waan. In hun studie zet allerlei vormen een expressiemiddel reproductie van de vormen, mislukkingen, tekeningen en gravures. Géricault waardigheid van hen beïnvloed. Zijn portretten moeten snel wetenschappelijk belang gek zijn uit te sterven. Ongebruikelijk voor deze tijd dat de waardigheid waarmee hij die de gek uilen dat romantische manier SICH ziek in gespreid in de geest van de patiënt. De soepele en suggestieve stijl van schilderen die Géricault een einde toe te passen in Portret van een kleptomaan, het concept van het perspectief \"volmaakte schilderij\" en DM lenen kunstwerken en bestudeert een nieuwe waarde.","Around 1820 Théodore Géricault painted the portrait of a kleptomaniac. The work is one of a series of ten portraits of madmen, danes Remained of only five Preserves. The artist was then friends with the physician Etienne-Jean Georget, one enlightened the group Doctors belonged - the so-called Alienisten. They no longer exercised food madness divine punishment, but as a disease to be treated or deviation. The Alienisten believed did die features of madmen betrayed his deviation. Coining the term \"Monomania\" for a mental disorder, which was reflected in one particular obsession or a single delusion. In their study put all sorts constitute a means of expression reproduction of the molds, busts, drawings and engravings. Géricault dignity of them affected. His portraits have to be fast Scientific interest madman out to die. Unusually for this time that dignity with which he was representing the madman owls that romantic way SICH sick into staggered in the mind of the patient. The supple and suggestive style of painting that Géricault applying an end in Portrait of a kleptomaniac, the concept of perspective \"consummate painting\" and DM lend artwork and studies A new value."
"http://mskgent.be/collection/work/id/1957-W-9","n/a","n/a"
"http://mskgent.be/collection/work/id/1957-W-10","n/a","n/a"
"http://mskgent.be/collection/work/id/1957-W-5","Mijn kamer in Delft is een merkwaardig werk uit het begin van de kunstenaarscarrière van Toorop. In 1880 studeerde hij nog aan de Rijksacademie in Amsterdam. Het is een vrij gedetailleerde en realistisch uitgewerkte tekening van de werkkamer van de kunstenaar in Delft. Hoewel het werk stilistisch nog volledig aansluit bij dat van kunstenaars als Jozef Israëls en de toen in Nederland dominante Haagse School is toch al een voorkeur te zien voor een scherp afgelijnde tekening die vanaf de jaren 1890 zijn (grafisch) werk zal domineren. Links voor het raam is in tegenlicht een schilderezel te zien, terwijl tegen de rechtermuur een bureau getekend is dat vol ligt met papieren en tekeningen. Rechts op de voorgrond staat een grote map met tekeningen. Her en der in de ruimte zijn sculpturen te zien. Aan de rechterkant bijvoorbeeld is de onderkant van een Javaans beeld getekend dat verwijst naar zijn jeugd en afkomst uit de Nederlandse kolonie. Kleiner, maar centraal en volledig is een doodshoofd te zien dat schijnbaar gebruikt wordt als presse-papier. Dergelijke details kunnen geïnterpreteerd worden als verwijzingen naar de interesses van Toorop in het mystieke en het exotische die in zijn later werk volop tot uiting zouden komen. Het museum van Gent kon deze tekening verwerven samen met een twintigtal andere schetsen, tekeningen en aquarellen.","My room in Delft is a remarkable work from the beginning of the artistic career of Toorop. In 1880 he studied at the State Academy in Amsterdam. It is a fairly detailed and realistic detailed drawing of the working chamber of the artist in Delft. Although stylistically fully consistent with those of artists like Jozef Israels and see the then dominant in the Netherlands Hague School is already a preference for a sharply defined drawing those from the 1890s (graphic) work will dominate. Left the window is backlit to see an easel painter, and signed a desk against the right wall that is filled with papers and drawings. Right in the foreground is a large folder with drawings. Here and sculptures are on display in the room. On the right, for example, the bottom of a Javanese image drawn referring to his childhood and origins of the Dutch colony. Smaller, but centrally and fully see a skull that apparently used as a paperweight. Such details can be interpreted as references to the interests of Toorop in the mystical and exotic which would be fully reflected in his later work. The van Gent museum was able to acquire this drawing, together with twenty other sketches, drawings and watercolors."
"http://mskgent.be/collection/work/id/1970-AE","Theo Van Rysselberghe leverde zijn beste werk als portrettist. Dit talent komt al tot uiting in dit vroege werk, geschilderd omstreeks 1880, op achttienjarige leeftijd. De kunstenaar schept een mysterieuze sfeer door zich af te beelden met het hoofddeksel ver over het hoofd getrokken, zodat de schaduw van de rand zijn blik verdoezelt. Alle aandacht gaat naar de jeugdige wangen, de wilskrachtige neus en kin en het sensuele mondje met de pijp. We zien hier al iets van de dandy die we kennen uit zijn brieven en latere zelfportretten.","Theo Van Rysselberghe did his best work as a portraitist. This talent is already reflected in this early work, painted around 1880, at the age of eighteen. The artist creates a mysterious mood by imagining with the hat pulled far over the head so that the shadow of the edge masking his eyes. All the attention goes to the youthful cheeks, nose and chin willed and sensual mouth with the pipe. We see here something of the dandy we know from his letters and later self-portraits."
"http://mskgent.be/collection/work/id/1979-C","Théo Van Rysselberghe schilderde het Portret van Marguerite Van Mons in 1886 toen het meisje tien jaar oud was. Ze was de jongste dochter van de kunst beschermheer, Emile Van Bergen en de zuster van Camille, wiens portret Van Rysselberghe werd gelijktijdig schilderen (Niedersächsisches Landesmuseum in Hannover). De portretten zijn geschilderd kort nadat de moeder van de meisjes was overleden en zijn gewijd aan hun vader. Marguerite Van Mons zou later trouwen met Thomas Braun, een jurist, dichter en verzamelaar. Dit portret maakt deel uit van een reeks van overgangswerken, daterend 1885-1887. Gedurende deze periode probeerde Van Rysselberghe zijn hand bij verschillende stijlen voor het converteren naar pointillisme in 1888. De stemming van een deel van de werken uit deze periode neigden eerder melancholisch en symbolistische te zijn. De geometrische achtergrond en experimenten Van Rysselberghe met de kleur zwart aangeven dat hij werd geïnspireerd door James McNeill Whistler, die was uitgenodigd om te exposeren met Les Vingt van 1884 en later. De verfijnde techniek en het licht, de kleuren doen denken aan de portretten van Fernand Khnopff.","Théo Van Rysselberghe painted the Portrait of Marguerite Van Mons in 1886 when the girl was ten years old. She was the youngest daughter of the art patron, Emile Van Mons and the sister of Camille, whose portrait Van Rysselberghe was painting simultaneously (Niedersächsisches Landesmuseum in Hannover). The portraits were painted soon after the girls’ mother had died and are dedicated to their father. Marguerite Van Mons would subsequently marry Thomas Braun, a lawyer, poet and collector. This portrait is part of a series of transitional works, dating from 1885–1887. During this period Van Rysselberghe tried his hand at various styles before converting to pointillism in 1888. The mood of some of the works from this period tended to be rather melancholic and symbolist. The geometric background and Van Rysselberghe’s experiments with the colour black indicate that he was inspired by James McNeill Whistler, who was invited to exhibit with Les Vingt from 1884 onwards. The refined technique and the light, colours are reminiscent of the portraits of Fernand Khnopff."
"http://mskgent.be/collection/work/id/1914-Z","n/a","n/a"
"http://mskgent.be/collection/work/id/2003-J-C","n/a","n/a"
"http://mskgent.be/collection/work/id/1982-N","n/a","n/a"
"http://mskgent.be/collection/work/id/1982-N","n/a","n/a"
"http://mskgent.be/collection/work/id/1982-N","n/a","n/a"
"http://groeningemuseum.be/collection/work/id/1981_GRO0001_XI","George Minne is vooral door zijn vroege sculpturen, die voor 1900 tot stand kwamen, beroemd geworden. Zij belichamen de gevoelswereld van de symbolisten: de naakte geknielde jongeling, moeder en kind in een tragische bewening, de heilige vrouwen. Van die sobere, kleine werken gaat een indrukwekkende spirituele kracht uit. Door hun vereenvoudigde vormgeving en expressiviteit kunnen zij zelfs als vroege uitingen van het expressionisme beschouwd worden. De middeleeuwse kunst was voor Minne een belangrijke inspiratiebron. Het groepje van de drie heilige vrouwen in rouwgewaad lijkt wel uit een gotisch verleden opgestaan. De figuren doen denken aan de kleine pleurants die laatmiddeleeuwse grafmonumenten sieren. Minne was een boetseerder, hij kapte niet zelf in steen of hout. Nadat hij zijn beeld in klei had geboetseerd, liet hij er een gipsafgietsel van maken. Dat werd dan in brons, steen of hout uitgevoerd. Er wordt wel eens beweerd dat de mystieke instelling een kenmerk is van de Vlaamse (en bij uitbreiding de Belgische) volksaard. En inderdaad, als je oog in oog met de kunst van George Minne staat, voel je onwillekeurig die door de eeuwen overgeleverde spiritualiteit aan.","George Minne is mainly through his early sculptures, which became famous were created before 1900. They embody the feelings of the Symbolists: naked kneeling youth, mother and child in a tragic lamentation, the holy women. Of those sober little work is impressive spiritual force. Their simplified design and expressiveness they can even be seen as early manifestations of expressionism. The medieval art was a major inspiration for Minne. The group of three holy women mourning seems to rise from a Gothic past. The figures are reminiscent of the small pleurants that adorn the late Middle Ages tomb monuments. Minne was a molder, he cut himself out of stone or wood. After he had formed his image in clay, he did make a plaster casting. That was then in bronze, stone or wood. It is sometimes claimed that the mystical body is a characteristic of the Flemish (and by extension, the Belgian) national character. Indeed, if your eye is in front of the art of George Minne, involuntarily feel the spirituality handed down through the centuries."
"http://groeningemuseum.be/collection/work/id/1981_GRO0001_XI","George Minne is vooral door zijn vroege sculpturen, die voor 1900 tot stand kwamen, beroemd geworden. Zij belichamen de gevoelswereld van de symbolisten: de naakte geknielde jongeling, moeder en kind in een tragische bewening, de heilige vrouwen. Van die sobere, kleine werken gaat een indrukwekkende spirituele kracht uit. Door hun vereenvoudigde vormgeving en expressiviteit kunnen zij zelfs als vroege uitingen van het expressionisme beschouwd worden. De middeleeuwse kunst was voor Minne een belangrijke inspiratiebron. Het groepje van de drie heilige vrouwen in rouwgewaad lijkt wel uit een gotisch verleden opgestaan. De figuren doen denken aan de kleine pleurants die laatmiddeleeuwse grafmonumenten sieren. Minne was een boetseerder, hij kapte niet zelf in steen of hout. Nadat hij zijn beeld in klei had geboetseerd, liet hij er een gipsafgietsel van maken. Dat werd dan in brons, steen of hout uitgevoerd. Er wordt wel eens beweerd dat de mystieke instelling een kenmerk is van de Vlaamse (en bij uitbreiding de Belgische) volksaard. En inderdaad, als je oog in oog met de kunst van George Minne staat, voel je onwillekeurig die door de eeuwen overgeleverde spiritualiteit aan.","George Minne is mainly through his early sculptures, which became famous were created before 1900. They embody the feelings of the Symbolists: naked kneeling youth, mother and child in a tragic lamentation, the holy women. Of those sober little work is impressive spiritual force. Their simplified design and expressiveness they can even be seen as early manifestations of expressionism. The medieval art was a major inspiration for Minne. The group of three holy women mourning seems to rise from a Gothic past. The figures are reminiscent of the small pleurants that adorn the late Middle Ages tomb monuments. Minne was a molder, he cut himself out of stone or wood. After he had formed his image in clay, he did make a plaster casting. That was then in bronze, stone or wood. It is sometimes claimed that the mystical body is a characteristic of the Flemish (and by extension, the Belgian) national character. Indeed, if your eye is in front of the art of George Minne, involuntarily feel the spirituality handed down through the centuries."
"http://groeningemuseum.be/collection/work/id/1981_GRO0001_XI","George Minne is vooral door zijn vroege sculpturen, die voor 1900 tot stand kwamen, beroemd geworden. Zij belichamen de gevoelswereld van de symbolisten: de naakte geknielde jongeling, moeder en kind in een tragische bewening, de heilige vrouwen. Van die sobere, kleine werken gaat een indrukwekkende spirituele kracht uit. Door hun vereenvoudigde vormgeving en expressiviteit kunnen zij zelfs als vroege uitingen van het expressionisme beschouwd worden. De middeleeuwse kunst was voor Minne een belangrijke inspiratiebron. Het groepje van de drie heilige vrouwen in rouwgewaad lijkt wel uit een gotisch verleden opgestaan. De figuren doen denken aan de kleine pleurants die laatmiddeleeuwse grafmonumenten sieren. Minne was een boetseerder, hij kapte niet zelf in steen of hout. Nadat hij zijn beeld in klei had geboetseerd, liet hij er een gipsafgietsel van maken. Dat werd dan in brons, steen of hout uitgevoerd. Er wordt wel eens beweerd dat de mystieke instelling een kenmerk is van de Vlaamse (en bij uitbreiding de Belgische) volksaard. En inderdaad, als je oog in oog met de kunst van George Minne staat, voel je onwillekeurig die door de eeuwen overgeleverde spiritualiteit aan.","George Minne is mainly through his early sculptures, which became famous were created before 1900. They embody the feelings of the Symbolists: naked kneeling youth, mother and child in a tragic lamentation, the holy women. Of those sober little work is impressive spiritual force. Their simplified design and expressiveness they can even be seen as early manifestations of expressionism. The medieval art was a major inspiration for Minne. The group of three holy women mourning seems to rise from a Gothic past. The figures are reminiscent of the small pleurants that adorn the late Middle Ages tomb monuments. Minne was a molder, he cut himself out of stone or wood. After he had formed his image in clay, he did make a plaster casting. That was then in bronze, stone or wood. It is sometimes claimed that the mystical body is a characteristic of the Flemish (and by extension, the Belgian) national character. Indeed, if your eye is in front of the art of George Minne, involuntarily feel the spirituality handed down through the centuries."
"http://mskgent.be/collection/work/id/1998-B-67-1","In 1889 maakte Ensor een zelfportret naar een foto. Op de foto staat hij voor een venster van het huis van de familie Rousseau aan de Vautierstraat 20 in Brussel. Met één arm leunend op een vensterbank en de andere in de zak van zijn jasje poseert hij voor de fotograaf. Door het raam is nog juist een vrouw zichtbaar, vermoedelijk Mariette Rousseau. Op de eerste staat van de ets “Mijn portret met doodshoofd” waarvan zich een uniek exemplaar bevindt in het Museum voor Schone Kunsten in Oostende, zien we een vrij getrouwe kopie naar de foto. Op de tweede en derde staat heeft Ensor zijn gezicht ontvleesd. Alleen zijn haren sieren de schedel nog, terwijl zijn ogen, evenals op de foto, de toeschouwer aankijken. Achter het raam op de vensterbank links ligt een schedel terwijl de vrouwenfiguur geheel verdwenen is.","In 1889 Ensor made a self-portrait to a picture. In the picture he is a window of the house of the Rousseau family to Vautierstraat 20 in Brussels. With one arm leaning on a window sill and the other in the pocket of his jacket he poses for the photographer. Through the window is a woman visibly correct, presumably Mariette Rousseau. The first state of the etching \"My portrait with skull\" which is a unique specimen is in the Museum of Fine Arts in Ostend, we see a fairly faithful copy the picture. On the second and third state Ensor fleshed his face. Only his hair still adorn the skull, while his eyes, as in the picture, look at the audience. Behind the window on the window sill on the left is a skull, while the female figure has completely disappeared."
"http://kunstenenerfgoed.be/CVG/collection/work/id/BKT_007",,
"http://mskgent.be/collection/work/id/S-6","In 1640, de dood van Rubens, Jacob Jordaens bekendheid wordt steeds belangrijker. Het is hetzelfde in orders, waardoor de kunstenaar zich te omringen met medewerkers. We weten dat vanaf dat moment Jordaens laat het aan zijn studio-uitvoering op doek composities die hij maakte zich de tekening. Het werk geïmplementeerd, hervatte hij en voltooide delen van het geheel. Veel van de tafels in samenwerking met de workshop zijn slechts de herhaling met thema al bediend varianten als Allegorie van de vruchtbaarheid. Het is hetzelfde voor Christus en de overspelige vrouw, die komt uit de abdij van Saint Peter van Gent. Jordaens had al dit thema herhaaldelijk benut. Het thema van Christus en de overspelige vrouw uit de evangeliën van Lucas en Johannes is zeer belangrijk in het post-Tridentijnse religie. Inderdaad de ontkenning van Christus aan de vrouw oordelen op grond van de wet van Mozes en wijst aan hem die zonder zonde is om de eerste steen naar steen de zondaar symboliseert goddelijke zachtheid geconfronteerd met de zonden van de mensheid werpen Museum of Fine Arts gent een voortekening, hand Jordaens, voor dit doek deze schets toont een semblale samenstelling enkele gegevens zoals deze vrouw die een tas op zijn hoofd, afwezig in de voltooide doek. Zoals in veel werken van de kunstenaar en zijn atelier in de jaren 1660-1670, de kleur is donkerder, gedomineerd door bruin, worden de kleurcontrasten sterker contrast en losser te drukken.","In 1640, the death of Rubens, Jacob Jordaens's fame is growing in importance. It's the same in orders, forcing the artist to surround himself with collaborators. We know that from that moment Jordaens leave it to his studio to transpose on canvas compositions which he made himself the drawing. The work implemented, he resumed and completed parts of the whole. Many of the tables produced in collaboration with the workshop are only the repitition with themes already operated variants as The Allegory of Fertility. It's the same for Christ and the adulterous woman who comes from the Abbey of Saint Peter of Ghent. Jordaens had already exploited this theme repeatedly. The theme of Christ and the adulteress from the Gospels of Luke and John is very important in the post-Tridentine religion. Indeed the denial of Christ to judge the woman according to the Mosaic law and suggesting to him who is without sin to cast the first stone to stone the sinner symbolizes divine gentleness face the sins of humanity Museum of Fine Arts Ghent has a preparatory drawing, hand Jordaens, for this canvas this sketch shows a semblale composition, a few details, such as this woman wearing a pannier on his head, absent from the finished canvas. As in many works produced by the artist and his workshop in the years 1660-1670, the color is darker, dominated by brown, the color contrasts are more strongly contrasting and looser key."
"http://mskgent.be/collection/work/id/1910-R","n/a","n/a"
"http://mskgent.be/collection/work/id/1938-M","n/a","n/a"
"http://mskgent.be/collection/work/id/1914-BM","n/a","n/a"
"http://mskgent.be/collection/work/id/1912-E","n/a","n/a"
"http://mskgent.be/collection/work/id/1991-M","Gustave Van de Woestyne, die een symbolistische schilder in de eerste groep van Latem voor de oorlog was geweest, was niet ongevoelig voor het modernisme en geleidelijk opgenomen expressionistische en post-kubistische stilistische elementen in zijn werk. Fugue, uit 1925, is een van zijn meest expressionistische werken. De muzikale titel verwijst naar de meerdere stemmen in de samenstelling. In het centrum is de boer, omringd door de elementen die bepalen en deel uitmaken van zijn leven, namelijk het huis, kerk, dieren en de natuur. De vormen zijn sterk vereenvoudigd en teruggebracht tot grote contrasterende kleurvlakken in een collage-achtige constructie.","Gustave Van de Woestyne, who had been a symbolist painter in the First Latem group before the war, was not impervious to Modernism and gradually incorporated expressionist and post-cubist stylistic elements into his work. Fugue, from 1925, is one of his most expressionist works. The musical title refers to the multiple voices in the composition. In the centre is the farmer surrounded by the elements that determine and make up his life, namely the house, church, animals and nature. The forms have been greatly simplified and reduced to large contrasting areas of colour in a collage-like construction."
"http://mskgent.be/collection/work/id/1979-J","Het lot van dagloners en bedelaars was Eugène Laermans' een onderwerp. Zelfs met zijn andere problemen van het platteland een stemmige sfeer, zelfs een serene scene met zwemmers hem een ​​serieuze, bijna rituele karakter overheerst meestal. Door hun enorme vormen en het gebruik van zware lijnen, de kunstenaar heft zijn personages tot op zekere hoogte te archetypen. Laermans gemaakt verschillende versies van de zwemmers, waarvan er twee zijn uitgewerkt in de breedte. Oorspronkelijk dit werk werd gecreëerd als een samenstelling breedte wordt hiermee de overgeschilderd rug van een zittende figuur, die kan worden gezien rechtsonder in het schilderij uit. De lokale werk benadrukt de monumentaliteit van de cijfers, terwijl het landschap slechts een ondergeschikte rol speelt. De te zien van achter naakte vrouw is Jacob Jordaens' Allegorie van de vruchtbaarheid (Koninklijke Musea voor Schone Kunsten van België, Brussel) geleend.","The plight of day laborers and beggars was Eugène Laermans' one topic. Even with his other rural issues a moody atmosphere, even a serene scene with bathers get him a serious, almost ritual character usually prevails. Through their massive shapes and the use of heavy outlines, the artist raises his characters to a certain extent to archetypes. Laermans created different versions of the bathers, two of which are elaborated in the width. Originally, this work was created as a composition in width, it indicates the overpainted back of a seated figure, which can be seen bottom right of the painting out. The local work emphasizes the monumentality of the figures, while the landscape plays only a minor role. The to be seen from behind naked woman is Jacob Jordaens' Allegory of fertility (Royal Museums of Fine Arts of Belgium, Brussels) borrowed."
